kpca_1,kpca_2,kpca_3,kpca_4,kpca_5
0.4674483144605444,0.5229085712697596,0.20088797811825224,0.35945003145321136,0.41997981232981973
0.5057554862758041,0.5797694151521375,0.11015689953665855,0.405582133422417,0.5228484378787768
0.704759258586416,0.6549059937921924,-0.2508932024445015,0.22156080260746772,0.20636962713991128
0.8911805531555717,0.42898415299886294,-0.3895097710290502,-0.0652903887852563,-0.10905960372470895
0.8512612435804098,0.5320809725269391,-0.3620472720895618,0.005353680102991796,-0.009501181266043343
0.8806430063252146,0.036408085774270606,-0.26145931399879624,-0.17850208940617512,-0.19035284705222102
0.84483025506042,0.10342676225998348,-0.33525589107540094,-0.09123837795848105,-0.1129188404765061
0.7459871909632385,0.34517305841714113,-0.027222731790099233,-0.20575446567054015,-0.05495577063119052
0.6287738092448271,-0.2506597354255573,0.07500662892499325,-0.14804923913981,-0.1529783045319011
0.6134213875889473,-0.3373741878715114,-0.17338264523331806,-0.014170195252836108,-0.03492383171313359
0.6057249526114504,-0.36115545050558445,-0.046790921509202235,-0.10432721687906626,-0.02262313891201294
0.6615468822166524,-0.28393530136474604,-0.0012609372470712582,-0.18184217804100214,-0.06517973706089973
0.6599003203392978,-0.3221762000994808,-0.1020706616919593,-0.12857793937834094,-0.04952873541841196
0.2796331892875342,-0.2557810261895221,0.24185851029364364,-0.05177777285157599,-0.10591779163163349
0.2076949856914633,-0.4151756482665247,0.039722802388874906,0.08725571886822021,0.009695172079468966
0.214950002214258,-0.42776232069691594,0.017777859489253384,0.05106899561397477,0.04703435729601204
0.2690941737675112,-0.4333039601057023,0.004343324595260729,0.03719542252138904,0.037131734113746324
0.2730395966155313,-0.4342050678137819,-0.0007813061389132489,0.05855266604335886,0.07474741079057728
0.2580529354257741,-0.4345018855903593,-0.02128248400636407,0.0533820910711762,0.05034298791551525
0.25173702064960596,-0.4254441407871126,0.01890814220173358,0.036560354006294773,0.016686649653338274
0.22917769916203068,-0.4244905999435236,0.02406716713528203,0.025353707746725945,0.07374692586047159
0.3306735806650087,-0.1321205855076257,0.3955128303316171,-0.3308964431389196,0.09304257084993586
0.3915185746881364,0.4552271643021819,0.46436811754207274,0.4736307419668713,-0.5011544853183854
-0.11447726619901129,-0.2455194244007058,0.01724751718184118,0.143753120946488,0.021129866630154637
-0.13639558509648864,-0.22426095918733222,0.05478370141248631,0.09057455261573356,0.06529277689055325
-0.13925461795095517,-0.2146379807651382,0.042387040773351516,0.10016691696294795,0.03667579931282515
-0.10357668513747689,-0.16025947349193764,0.15695777312883394,0.14431502989201642,-0.04557673069051844
-0.15962870205234447,-0.1926088593816097,-0.03558813357240504,0.09812813560931978,0.019138657546120583
-0.12668926581300016,-0.22759394415680312,0.057545033850415615,0.07023893234172243,0.08744900547875152
-0.13177223084885595,-0.2195894915999011,0.08192777940248067,0.08696888638223986,0.033719360080749175
-0.11284940507816303,-0.24942753441981586,0.022919154790671834,0.09398283750490646,0.0908850317737087
-0.07558990759869559,-0.20048933122789028,0.1386950556022831,-0.041039130750451173,0.1203230849543916
-0.13248160722288113,-0.196230811522763,0.07042088281552573,0.1582134968191991,-0.013168269830823313
-0.13168893000504509,-0.22410898714457111,0.02926257750677943,0.17353988529405895,0.005222692904683117
-0.13435901603767386,-0.22432192019665673,0.02900801828171802,0.1626053150151078,0.01468802760397271
0.31622351046480857,0.4246150295452711,0.6319319205812088,-0.33084690482937806,0.16654566619327477
-0.0997252181172608,-0.24549150863583816,0.017632581211651194,0.06506073791759724,0.12108568235980037
-0.08840553144935698,-0.20433065759112468,0.09606989294337279,0.17650637689295304,0.005599733690070033
-0.09470481472854178,-0.2280224526540031,0.035045185326995236,0.04420878412449455,0.13925932066631463
-0.014921823745182857,-0.17888476275298545,0.1785678074683962,0.01932398641902728,-0.037364106614240784
0.15163061251755688,0.3930047562815615,0.5043479444291407,0.32885959230074346,-0.49072827472068375
-0.23259698645041538,0.24918805807740613,0.1986174518203852,-0.3108918485977358,0.06950335099860702
-0.1620718124207638,-0.0928745602306682,-0.0497341298500491,0.02764312258052549,0.05623787221964006
-0.2818229557973512,0.04058187214940346,-0.09268302648152833,-0.015186568619621636,-0.04493601848660022
-0.348691462705095,0.10049332753707518,-0.15073626629186668,0.008783350276457911,-0.027582033191719705
-0.3431114011295243,0.10680319770830783,-0.11957091805017332,-0.02325308635474067,-0.03326197027818514
-0.34340988434133113,0.11289261068724014,-0.12080875417359599,-0.01887526296694761,-0.03924942245524498
-0.33754616284419736,0.12231321627486537,-0.11769508464682246,-0.014834063790447136,-0.05049228023380785
-0.3493366218599167,0.12852409203785692,-0.08560403965658946,-0.06257692527784409,-0.04525520011721589
-0.3521604571379663,0.11089708042390056,-0.10990628012846468,-0.038255725392936625,-0.009890826121700166
-0.3486076367235928,0.10957053677872146,-0.11757693472965901,-0.02974600727855115,-0.026465770907163778
-0.31398619608764916,0.08617004353386638,-0.06337708524770633,-0.07648474632604597,-0.01448441395013645
-0.16863079981681162,-0.0482042184450968,0.006648976506324617,-0.07314897265640358,0.03227149368427355
-0.23613431673803711,0.033333184103809414,-0.06324208569520995,-0.021797389354892453,0.0321485425292857
-0.011063471590229156,0.20583650177577453,0.37815169985543345,-0.3552218218657873,0.1165566955537606
-0.31943048986029476,0.07121242037519175,-0.09375433761696159,-0.0011719040292898415,-0.06151281594012352
-0.3343224283582671,0.10910573343891243,-0.05862958735293012,-0.0517961968691423,-0.048667245900701116
-0.35646549595506094,0.10355066682816502,-0.08224846159306527,0.0024048239848915463,-0.015619174403059537
-0.34814296876309164,0.1251501822348226,-0.03513984546863081,-0.015043577659110774,-0.032062211047623156
-0.3496922767605556,0.11344794051900714,-0.10345544655311138,-0.054256359059752325,0.007942590833045398
-0.28855408184043896,0.03687073989507943,-0.09212323782691084,-0.029541804891045298,-0.005095856432809511
-0.29978284976849223,0.14548432671643247,0.08046785617179351,0.009646607666179512,-0.0995256711682261
-0.32173486917525823,0.09930039604639401,-0.013688412825288607,0.08915067973470833,-0.09611673014237315
-0.3229814206033357,0.0901743495042879,-0.030175675681939195,0.09939435145375546,-0.0925171316116915
-0.13290080140134375,0.34192462776828236,0.34651895842930186,-0.39198227566621285,0.067086842406171
-0.3089855979133075,0.11877085207469021,-0.08281433549048457,-0.04287364426683074,-0.055555054266978536
-0.27135383817519265,0.2059991358905332,0.09808783877987004,-0.2124909805267179,-0.052422524235986624
-0.3079631821322235,0.16178069246266696,-0.00934424946752367,-0.1194657026523846,-0.027731743995176604
-0.28902025505838724,0.06010361302423626,-0.12014562902949266,-0.0324694006672196,0.040689953337597076
-0.33209306185910864,0.10679631842690643,-0.19605091282052747,0.018848226159722807,0.0020784538288498885
-0.32692357379845854,0.12661974817390587,-0.16008476008045247,-0.014439980801237559,-0.007875920254383271
-0.3462059782419169,0.132305126452535,-0.17894506370895666,-0.015598989762277094,0.028804146785659162
-0.3413201709154002,0.12035912961978273,-0.0626092131710184,-0.07138591879611625,-0.036603902650401164
-0.321619185129491,0.08729025424141044,-0.14776367288274095,0.024206668142519618,-0.07006847939846804
-0.34337161375874165,0.1209252633177393,-0.17519292999377772,-0.012879701408188364,0.012525715699100897
-0.346103629365832,0.1546637875532709,-0.1252072604857745,-0.07348956484209923,0.04443799691415515
